	metric	pseudo_f	p_value	variable	iteration	subset	analysis_type	partial_R2	formula
903	rpca	3.33227423645624	0.029	InBody_BMI	6		adonis	0.0048417737042684	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
904	rpca	0.877920736168338	0.415	N05B_Anxiolytics	6		adonis	0.0012756133598813	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
905	rpca	9.84424050726708	0.001	N06A_Antidepressants	6		adonis	0.0143036201237954	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
906	rpca	5.83810584714553	0.003	cobre	6		adonis	0.0084827314223411	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
907	rpca	4.08818282925197	0.01	Age	6		adonis	0.0059379292359373	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
908	rpca	0.533505340894697	0.627	DX_MDD	6		adonis	0.0007748961075224	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
909	rpca	12.9647674138937	0.001	Gender	6		adonis	0.0188308289231217	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
910	rpca	3.33349478150011	0.035	InBody_BMI	6		adonis	0.0048417737042684	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
911	rpca	0.878242300879825	0.436	N05B_Anxiolytics	6		adonis	0.0012756133598813	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
912	rpca	9.84784625460634	0.001	N06A_Antidepressants	6		adonis	0.0143036201237954	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
913	rpca	5.84024422791845	0.003	cobre	6		adonis	0.0084827314223411	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
914	rpca	4.08863730347801	0.013	Age	6		adonis	0.0059379292359373	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
915	rpca	0.605934876937184	0.583	DX_ANX	6		adonis	0.0008799994114857	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
916	rpca	12.9662086783583	0.001	Gender	6		adonis	0.0188308289231217	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
917	rpca	3.33386535872821	0.032	InBody_BMI	6		adonis	0.0048417737042684	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
918	rpca	0.878339933130299	0.424	N05B_Anxiolytics	6		adonis	0.0012756133598813	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
919	rpca	9.84894101785243	0.001	N06A_Antidepressants	6		adonis	0.0143036201237954	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
920	rpca	5.84089347492775	0.001	cobre	6		adonis	0.0084827314223411	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
921	uwuf	2.7317120913449	0.002	Age	7		adonis	0.0040455221443869	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
922	uwuf	3.51138685056086	0.001	Gender	7		adonis	0.005200179516158	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
923	uwuf	1.65667351744365	0.026	GroupAssignment	7		adonis	0.0024534464748582	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
924	uwuf	2.19076935982865	0.004	InBody_BMI	7		adonis	0.0032444143680118	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
925	uwuf	2.55922656099721	0.001	N05B_Anxiolytics	7		adonis	0.0037900801324637	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
926	uwuf	7.3120551929588	0.001	N06A_Antidepressants	7		adonis	0.0108287697293644	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
927	uwuf	4.28156747716208	0.001	cobre	7		adonis	0.0063407765761355	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
928	uwuf	2.73129325535248	0.001	Age	7		adonis	0.0040455221443869	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
929	uwuf	1.5566058322632	0.036	DX_MDD	7		adonis	0.0023056049921266	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
930	uwuf	3.51084847201029	0.001	Gender	7		adonis	0.005200179516158	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
931	uwuf	2.19043346313518	0.008	InBody_BMI	7		adonis	0.0032444143680118	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
932	uwuf	2.55883417111107	0.003	N05B_Anxiolytics	7		adonis	0.0037900801324637	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
933	uwuf	7.31093408217152	0.001	N06A_Antidepressants	7		adonis	0.0108287697293644	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
934	uwuf	4.28091101172816	0.001	cobre	7		adonis	0.0063407765761355	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
935	uwuf	2.73095538559301	0.002	Age	7		adonis	0.0040455221443869	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
936	uwuf	1.47588248151264	0.058	DX_ANX	7		adonis	0.0021863100704501	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
937	uwuf	3.51041416876348	0.001	Gender	7		adonis	0.005200179516158	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
938	uwuf	2.1901624994714	0.006	InBody_BMI	7		adonis	0.0032444143680118	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
939	uwuf	2.55851763509494	0.001	N05B_Anxiolytics	7		adonis	0.0037900801324637	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
940	uwuf	7.31002969611373	0.001	N06A_Antidepressants	7		adonis	0.0108287697293644	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
941	uwuf	4.28038144926868	0.001	cobre	7		adonis	0.0063407765761355	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
942	wuf	8.29500105259561	0.001	Age	7		adonis	0.0122400021264343	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
943	wuf	3.68151445631241	0.011	Gender	7		adonis	0.0054323977161717	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
944	wuf	0.420630661590871	0.84	GroupAssignment	7		adonis	0.0006206774609998	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
945	wuf	1.37283244676064	0.221	InBody_BMI	7		adonis	0.0020257347721891	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
946	wuf	1.04370820860358	0.357	N05B_Anxiolytics	7		adonis	0.0015400830707173	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
947	wuf	6.0363746464179	0.001	N06A_Antidepressants	7		adonis	0.0089072006187376	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
948	wuf	5.84598522048647	0.001	cobre	7		adonis	0.0086262643098119	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
949	wuf	8.29596945034677	0.001	Age	7		adonis	0.0122400021264343	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
950	wuf	0.496680594531181	0.782	DX_MDD	7		adonis	0.0007328102604049	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
951	wuf	3.68194425376485	0.009	Gender	7		adonis	0.0054323977161717	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
952	wuf	1.37299271772935	0.217	InBody_BMI	7		adonis	0.0020257347721891	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
953	wuf	1.04383005604828	0.401	N05B_Anxiolytics	7		adonis	0.0015400830707173	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
954	wuf	6.0370793614138	0.001	N06A_Antidepressants	7		adonis	0.0089072006187376	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
955	wuf	5.84666770851811	0.001	cobre	7		adonis	0.0086262643098119	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
956	wuf	8.30877917502093	0.001	Age	7		adonis	0.0122400021264343	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
957	wuf	1.50265019874669	0.147	DX_ANX	7		adonis	0.0022136154109427	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
958	wuf	3.68762950760271	0.01	Gender	7		adonis	0.0054323977161717	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
959	wuf	1.37511274225439	0.214	InBody_BMI	7		adonis	0.0020257347721891	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
960	wuf	1.04544182375121	0.342	N05B_Anxiolytics	7		adonis	0.0015400830707173	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
961	wuf	6.04640115616228	0.001	N06A_Antidepressants	7		adonis	0.0089072006187376	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
962	wuf	5.8556954905098	0.001	cobre	7		adonis	0.0086262643098119	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
963	rpca	3.97244289127518	0.01	Age	7		adonis	0.0057878147787577	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
964	rpca	12.4844281918766	0.001	Gender	7		adonis	0.0181897034069351	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
965	rpca	0.295398939006531	0.797	GroupAssignment	7		adonis	0.0004303936876138	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
966	rpca	2.62477293647466	0.054	InBody_BMI	7		adonis	0.0038242713635927	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
967	rpca	1.09271400542091	0.33	N05B_Anxiolytics	7		adonis	0.0015920748120561	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
968	rpca	9.06007873182232	0.001	N06A_Antidepressants	7		adonis	0.0132004559954585	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
969	rpca	5.81605530511529	0.001	cobre	7		adonis	0.0084739420478396	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
970	rpca	3.97591006462747	0.023	Age	7		adonis	0.0057878147787577	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
971	rpca	0.863853694298871	0.449	DX_MDD	7		adonis	0.0012575297472217	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
972	rpca	12.4953246799899	0.001	Gender	7		adonis	0.0181897034069351	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
973	rpca	2.62706385494227	0.067	InBody_BMI	7		adonis	0.0038242713635927	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
974	rpca	1.09366773313581	0.325	N05B_Anxiolytics	7		adonis	0.0015920748120561	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
975	rpca	9.06798642600659	0.001	N06A_Antidepressants	7		adonis	0.0132004559954585	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
976	rpca	5.82113159507623	0.005	cobre	7		adonis	0.0084739420478396	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
977	rpca	3.9746977368271	0.018	Age	7		adonis	0.0057878147787577	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
978	rpca	0.665088465949682	0.507	DX_ANX	7		adonis	0.0009684783868565	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
979	rpca	12.4915146266341	0.001	Gender	7		adonis	0.0181897034069351	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
980	rpca	2.62626281505632	0.074	InBody_BMI	7		adonis	0.0038242713635927	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
981	rpca	1.09333425381266	0.35	N05B_Anxiolytics	7		adonis	0.0015920748120561	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
982	rpca	9.06522143085857	0.001	N06A_Antidepressants	7		adonis	0.0132004559954585	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
983	rpca	5.81935662543465	0.006	cobre	7		adonis	0.0084739420478396	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
984	uwuf	2.64847292637486	0.003	Age	8		adonis	0.0039241896662189	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
985	uwuf	3.41922591706797	0.001	Gender	8		adonis	0.0050661990449688	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
986	uwuf	1.73581015503098	0.026	GroupAssignment	8		adonis	0.0025719153875641	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
987	uwuf	2.2332371643912	0.006	InBody_BMI	8		adonis	0.0033089430952633	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
988	uwuf	2.60800072027147	0.003	N05B_Anxiolytics	8		adonis	0.003864222803285	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
989	uwuf	7.20858197456924	0.001	N06A_Antidepressants	8		adonis	0.0106808125584339	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
990	uwuf	4.05618155001457	0.001	cobre	8		adonis	0.0060099635395035	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
991	uwuf	2.64848582695125	0.001	Age	8		adonis	0.0039241896662189	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
992	uwuf	1.73898959783244	0.026	DX_MDD	8		adonis	0.0025766137541811	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
993	uwuf	3.41924257194282	0.002	Gender	8		adonis	0.0050661990449688	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
994	uwuf	2.2332480423754	0.004	InBody_BMI	8		adonis	0.0033089430952633	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
995	uwuf	2.60801342370981	0.001	N05B_Anxiolytics	8		adonis	0.003864222803285	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
996	uwuf	7.20861708720396	0.001	N06A_Antidepressants	8		adonis	0.0106808125584339	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
997	uwuf	4.05620130746778	0.001	cobre	8		adonis	0.0060099635395035	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
998	uwuf	2.64766655211105	0.001	Age	8		adonis	0.0039241896662189	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
999	uwuf	1.53707323265622	0.045	DX_ANX	8		adonis	0.0022781444630941	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
1000	uwuf	3.41818487347102	0.001	Gender	8		adonis	0.0050661990449688	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
1001	uwuf	2.23255721597397	0.004	InBody_BMI	8		adonis	0.0033089430952633	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
1002	uwuf	2.60720666848416	0.001	N05B_Anxiolytics	8		adonis	0.003864222803285	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
1003	uwuf	7.20638719473025	0.001	N06A_Antidepressants	8		adonis	0.0106808125584339	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
1004	uwuf	4.05494657404833	0.001	cobre	8		adonis	0.0060099635395035	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
1005	wuf	8.39822361467422	0.001	Age	8		adonis	0.0123899193276943	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
1006	wuf	3.67677970590228	0.009	Gender	8		adonis	0.0054243618688879	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
1007	wuf	0.431256121460861	0.848	GroupAssignment	8		adonis	0.000636233184496	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
1008	wuf	1.3817982335591	0.212	InBody_BMI	8		adonis	0.0020385702294272	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
1009	wuf	1.04103334712412	0.364	N05B_Anxiolytics	8		adonis	0.0015358389797778	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
1010	wuf	6.03623862143702	0.001	N06A_Antidepressants	8		adonis	0.0089052772340616	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
1011	wuf	5.8618129347519	0.001	cobre	8		adonis	0.0086479466025063	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
1012	wuf	8.39913346734296	0.001	Age	8		adonis	0.0123899193276943	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
1013	wuf	0.501831339992207	0.798	DX_MDD	8		adonis	0.0007402727725172	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
1014	wuf	3.67717804345332	0.006	Gender	8		adonis	0.0054243618688879	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
1015	wuf	1.38194793578997	0.204	InBody_BMI	8		adonis	0.0020385702294272	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
1016	wuf	1.04114613132856	0.374	N05B_Anxiolytics	8		adonis	0.0015358389797778	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
1017	wuf	6.03689257971091	0.001	N06A_Antidepressants	8		adonis	0.0089052772340616	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
1018	wuf	5.86244799597282	0.002	cobre	8		adonis	0.0086479466025063	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
1019	wuf	8.41214990506443	0.001	Age	8		adonis	0.0123899193276943	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
1020	wuf	1.51148704388495	0.179	DX_ANX	8		adonis	0.00222620884672	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
1021	wuf	3.68287669786565	0.012	Gender	8		adonis	0.0054243618688879	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
1022	wuf	1.38408958996304	0.203	InBody_BMI	8		adonis	0.0020385702294272	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
1023	wuf	1.04275963274869	0.367	N05B_Anxiolytics	8		adonis	0.0015358389797778	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
1024	wuf	6.04624816818924	0.001	N06A_Antidepressants	8		adonis	0.0089052772340616	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
1025	wuf	5.87153324143673	0.001	cobre	8		adonis	0.0086479466025063	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
1026	rpca	3.48079770287103	0.029	Age	8		adonis	0.0050783125248584	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
1027	rpca	12.1042696244029	0.001	Gender	8		adonis	0.017659533614139	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
1028	rpca	0.288939717323529	0.782	GroupAssignment	8		adonis	0.0004215488260644	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
1029	rpca	2.65421497049701	0.056	InBody_BMI	8		adonis	0.0038723690024341	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
1030	rpca	1.19558476534039	0.286	N05B_Anxiolytics	8		adonis	0.0017442993263728	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
1031	rpca	8.99944801952585	0.001	N06A_Antidepressants	8		adonis	0.0131297517108434	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
1032	rpca	5.70082767477096	0.004	cobre	8		adonis	0.0083172269847713	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
1033	rpca	3.48422803564355	0.036	Age	8		adonis	0.0050783125248584	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
1034	rpca	0.930786209134123	0.403	DX_MDD	8		adonis	0.0013566343004694	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
1035	rpca	12.1161984051953	0.001	Gender	8		adonis	0.017659533614139	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
1036	rpca	2.65683070441084	0.058	InBody_BMI	8		adonis	0.0038723690024341	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
1037	rpca	1.19676301640609	0.307	N05B_Anxiolytics	8		adonis	0.0017442993263728	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
1038	rpca	9.00831699270705	0.001	N06A_Antidepressants	8		adonis	0.0131297517108434	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
1039	rpca	5.7064458513134	0.002	cobre	8		adonis	0.0083172269847713	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
1040	rpca	3.4827094522163	0.023	Age	8		adonis	0.0050783125248584	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
1041	rpca	0.64664542456931	0.536	DX_ANX	8		adonis	0.0009429059770239	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
1042	rpca	12.110917620496	0.001	Gender	8		adonis	0.017659533614139	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
1043	rpca	2.65567273798745	0.047	InBody_BMI	8		adonis	0.0038723690024341	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
1044	rpca	1.19624141320892	0.318	N05B_Anxiolytics	8		adonis	0.0017442993263728	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
1045	rpca	9.00439076263468	0.001	N06A_Antidepressants	8		adonis	0.0131297517108434	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
1046	rpca	5.70395872532462	0.003	cobre	8		adonis	0.0083172269847713	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_ANX
1047	uwuf	2.75917899732604	0.002	Age	9		adonis	0.0040894566022433	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
1048	uwuf	3.265571057085	0.001	Gender	9		adonis	0.0048399944811239	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
1049	uwuf	1.66805700942767	0.025	GroupAssignment	9		adonis	0.0024722740919429	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
1050	uwuf	2.21012053562837	0.004	InBody_BMI	9		adonis	0.0032756816520197	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
1051	uwuf	2.50970006733905	0.001	N05B_Anxiolytics	9		adonis	0.003719696880839	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
1052	uwuf	7.19884636664287	0.001	N06A_Antidepressants	9		adonis	0.0106696121676533	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
1053	uwuf	4.09405916928116	0.001	cobre	9		adonis	0.0060679199559061	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+GroupAssignment
1054	uwuf	2.75949669288336	0.001	Age	9		adonis	0.0040894566022433	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
1055	uwuf	1.74320608178296	0.022	DX_MDD	9		adonis	0.0025833571892305	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
1056	uwuf	3.26594705930085	0.001	Gender	9		adonis	0.0048399944811239	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
1057	uwuf	2.2103750118606	0.001	InBody_BMI	9		adonis	0.0032756816520197	N06A_Antidepressants+cobre+N05B_Anxiolytics+Gender+Age+InBody_BMI+DX_MDD
